"chamber","district_number","n_Dem","n_Rep","n_Total_Elec","pct_D","pct_R","source_elec","weight"
"Senate",19,39338,54800,94447,0.416508729763783,0.580219594058043,"22_GOV",0.25
"Senate",20,47651,14170,62012,0.768415790492163,0.228504160485067,"22_GOV",0.25
"Senate",21,41147,22265,63611,0.646853531621889,0.350018078634198,"22_GOV",0.25
"Senate",22,29241,15456,44876,0.651595507621,0.3444157233265,"22_GOV",0.25
"Senate",23,30467,24684,55318,0.55076105426805,0.446220036877689,"22_GOV",0.25
"Senate",24,23905,12469,36532,0.654357823278222,0.341317201357714,"22_GOV",0.25
"Senate",25,30066,52210,82526,0.364321547148777,0.632649104524635,"22_GOV",0.25
"Senate",26,24250,10451,34866,0.695519990822004,0.299747605116733,"22_GOV",0.25
"Senate",27,38574,42616,81497,0.473318036246733,0.522914953924684,"22_GOV",0.25
"Senate",28,49378,70706,120422,0.410041354569763,0.587151849329857,"22_GOV",0.25
"Senate",29,38979,50441,89682,0.434635712852077,0.562442853638411,"22_GOV",0.25
"Senate",30,23252,68707,92258,0.252032344078562,0.744726744564157,"22_GOV",0.25
"House",1,49261,98932,149553,0.329388243632692,0.661517990277694,"24_PRES",0.5
"House",2,50082,56026,107322,0.466651758260189,0.522036488324854,"24_PRES",0.5
"House",3,61006,100964,163121,0.373992312455171,0.618951575824082,"24_PRES",0.5
"House",4,72931,78326,152690,0.477640971903858,0.512973999607047,"24_PRES",0.5
"House",5,70411,32426,104237,0.675489509483197,0.311079559081708,"24_PRES",0.5
"House",6,61896,35184,98343,0.62938897532107,0.357768219395381,"24_PRES",0.5
"House",7,44767,83448,129408,0.345936881800198,0.644844213649852,"24_PRES",0.5
"House",8,55595,37100,94031,0.591241186417245,0.394550733268816,"24_PRES",0.5
"House",9,43327,40755,85368,0.507532096335864,0.477403710992409,"24_PRES",0.5
"House",10,46992,72132,120324,0.390545527076892,0.599481400219408,"24_PRES",0.5
"House",11,52526,22292,75982,0.691295306783186,0.293385275459977,"24_PRES",0.5
"House",12,72817,52662,127265,0.572168310218835,0.413797980591679,"24_PRES",0.5
"House",13,59904,61356,122891,0.487456363769519,0.499271712330439,"24_PRES",0.5
"House",14,53968,78463,133897,0.403056080420024,0.585995205269722,"24_PRES",0.5
"House",15,49056,92779,143229,0.342500471273276,0.647766862855986,"24_PRES",0.5
"House",16,48386,58557,108011,0.447972891649925,0.542139226560258,"24_PRES",0.5
"House",17,74729,80852,157150,0.475526566974228,0.514489341393573,"24_PRES",0.5
"House",18,81576,49675,132946,0.613602515306967,0.373647947286868,"24_PRES",0.5
"House",19,44746,71814,117750,0.380008492569002,0.609885350318471,"24_PRES",0.5
"House",20,59798,23342,84352,0.708910280728376,0.276721358118361,"24_PRES",0.5
"House",21,53605,36680,91396,0.58651363298175,0.401330473981356,"24_PRES",0.5
"House",22,44412,28782,74005,0.6001216134045,0.388919667590028,"24_PRES",0.5
"House",23,41924,40449,83162,0.504124479930738,0.486388013756283,"24_PRES",0.5
"House",24,33220,21844,55763,0.595735523555045,0.391729282857809,"24_PRES",0.5
"House",25,43348,79877,124323,0.348672409771321,0.64249575702002,"24_PRES",0.5
"House",26,31750,17366,49780,0.637806347930896,0.348854961832061,"24_PRES",0.5
"House",27,47172,59359,107722,0.437904977627597,0.551038785020701,"24_PRES",0.5
"House",28,55348,88955,145298,0.380927473193024,0.612224531652191,"24_PRES",0.5
"House",29,50836,73892,125791,0.404130661176078,0.587418813746611,"24_PRES",0.5
"House",30,27463,95948,124196,0.221126284260363,0.772553061290219,"24_PRES",0.5
"Senate",1,49261,98932,149553,0.329388243632692,0.661517990277694,"24_PRES",0.5
"Senate",2,50082,56026,107322,0.466651758260189,0.522036488324854,"24_PRES",0.5
"Senate",3,61006,100964,163121,0.373992312455171,0.618951575824082,"24_PRES",0.5
"Senate",4,72931,78326,152690,0.477640971903858,0.512973999607047,"24_PRES",0.5
"Senate",5,70411,32426,104237,0.675489509483197,0.311079559081708,"24_PRES",0.5
"Senate",6,61896,35184,98343,0.62938897532107,0.357768219395381,"24_PRES",0.5
"Senate",7,44767,83448,129408,0.345936881800198,0.644844213649852,"24_PRES",0.5
"Senate",8,55595,37100,94031,0.591241186417245,0.394550733268816,"24_PRES",0.5
"Senate",9,43327,40755,85368,0.507532096335864,0.477403710992409,"24_PRES",0.5
"Senate",10,46992,72132,120324,0.390545527076892,0.599481400219408,"24_PRES",0.5
"Senate",11,52526,22292,75982,0.691295306783186,0.293385275459977,"24_PRES",0.5
"Senate",12,72817,52662,127265,0.572168310218835,0.413797980591679,"24_PRES",0.5
"Senate",13,59904,61356,122891,0.487456363769519,0.499271712330439,"24_PRES",0.5
"Senate",14,53968,78463,133897,0.403056080420024,0.585995205269722,"24_PRES",0.5
"Senate",15,49056,92779,143229,0.342500471273276,0.647766862855986,"24_PRES",0.5
"Senate",16,48386,58557,108011,0.447972891649925,0.542139226560258,"24_PRES",0.5
"Senate",17,74729,80852,157150,0.475526566974228,0.514489341393573,"24_PRES",0.5
"Senate",18,81576,49675,132946,0.613602515306967,0.373647947286868,"24_PRES",0.5
"Senate",19,44746,71814,117750,0.380008492569002,0.609885350318471,"24_PRES",0.5
"Senate",20,59798,23342,84352,0.708910280728376,0.276721358118361,"24_PRES",0.5
"Senate",21,53605,36680,91396,0.58651363298175,0.401330473981356,"24_PRES",0.5
"Senate",22,44412,28782,74005,0.6001216134045,0.388919667590028,"24_PRES",0.5
"Senate",23,41924,40449,83162,0.504124479930738,0.486388013756283,"24_PRES",0.5
"Senate",24,33220,21844,55763,0.595735523555045,0.391729282857809,"24_PRES",0.5
"Senate",25,43348,79877,124323,0.348672409771321,0.64249575702002,"24_PRES",0.5
"Senate",26,31750,17366,49780,0.637806347930896,0.348854961832061,"24_PRES",0.5
"Senate",27,47172,59359,107722,0.437904977627597,0.551038785020701,"24_PRES",0.5
"Senate",28,55348,88955,145298,0.380927473193024,0.612224531652191,"24_PRES",0.5
"Senate",29,50836,73892,125791,0.404130661176078,0.587418813746611,"24_PRES",0.5
"Senate",30,27463,95948,124196,0.221126284260363,0.772553061290219,"24_PRES",0.5
