"bill_number","bill_id","session_id","session","session_name","bill_url","state_link","bill_title","type","bill_desc","status","status_date","session_year","two_year_period"
"HB2056",1907720,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2056/2025","https://apps.azleg.gov/BillStatus/BillOverview/81722","Geoengineering; prohibition",NA,"Geoengineering; prohibition",1,"2025-01-14",2025,"2025-2026"
"HB2057",1907904,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2057/2025","https://apps.azleg.gov/BillStatus/BillOverview/81723","Parental rights; medical records",NA,"Parental rights; medical records",1,"2025-01-13",2025,"2025-2026"
"HB2058",1907996,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2058/2025","https://apps.azleg.gov/BillStatus/BillOverview/81724","Immunizations; proof; exemptions; higher education",NA,"Immunizations; proof; exemptions; higher education",5,"2025-04-15",2025,"2025-2026"
"HB2059",1907586,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2059/2025","https://apps.azleg.gov/BillStatus/BillOverview/81725","Natural resources; federal law; requirements",NA,"Natural resources; federal law; requirements",2,"2025-02-26",2025,"2025-2026"
"HB2060",1907856,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2060/2025","https://apps.azleg.gov/BillStatus/BillOverview/81726","State sovereign authority; elections",NA,"State sovereign authority; elections",5,"2025-04-15",2025,"2025-2026"
"HB2061",1907929,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2061/2025","https://apps.azleg.gov/BillStatus/BillOverview/81727","Administrative proceedings; jury trials",NA,"Administrative proceedings; jury trials",1,"2025-01-16",2025,"2025-2026"
"HB2062",1907546,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2062/2025","https://apps.azleg.gov/BillStatus/BillOverview/81728","Sex-based terms; laws; rules; regulations",NA,"Sex-based terms; laws; rules; regulations",5,"2025-04-15",2025,"2025-2026"
"HB2063",1907882,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2063/2025","https://apps.azleg.gov/BillStatus/BillOverview/81729","Parental notification; school immunization exemptions",NA,"Parental notification; school immunization exemptions",5,"2025-04-15",2025,"2025-2026"
"HB2064",1907632,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2064/2025","https://apps.azleg.gov/BillStatus/BillOverview/81730","Health care; interoperability grants; appropriation",NA,"Health care; interoperability grants; appropriation",1,"2025-01-21",2025,"2025-2026"
"HB2065",1907675,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2065/2025","https://apps.azleg.gov/BillStatus/BillOverview/81731","Counties; indigent deceased persons; cremation",NA,"Counties; indigent deceased persons; cremation",2,"2025-02-06",2025,"2025-2026"
"HB2066",1907770,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2066/2025","https://apps.azleg.gov/BillStatus/BillOverview/81732","Child care facilities; program providers",NA,"Child care facilities; program providers",4,"2025-04-08",2025,"2025-2026"
"HB2067",1907950,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2067/2025","https://apps.azleg.gov/BillStatus/BillOverview/81733","Governing boards; records; access",NA,"Governing boards; records; access",5,"2025-05-12",2025,"2025-2026"
"HB2068",1907703,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2068/2025","https://apps.azleg.gov/BillStatus/BillOverview/81734","Assistance animals; landlord tenant",NA,"Assistance animals; landlord tenant",4,"2025-05-13",2025,"2025-2026"
"HB2069",1907813,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2069/2025","https://apps.azleg.gov/BillStatus/BillOverview/81735","Instructional time models; posting requirements",NA,"Instructional time models; posting requirements",2,"2025-02-03",2025,"2025-2026"
"HB2070",1907975,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2070/2025","https://apps.azleg.gov/BillStatus/BillOverview/81736","Clergy; priests; duty to report",NA,"Clergy; priests; duty to report",1,"2025-02-24",2025,"2025-2026"
"HB2071",1907745,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2071/2025","https://apps.azleg.gov/BillStatus/BillOverview/81737","Automatic voter registration",NA,"Automatic voter registration",1,"2025-01-23",2025,"2025-2026"
"HB2072",1907838,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2072/2025","https://apps.azleg.gov/BillStatus/BillOverview/81738","Voter registration; same day",NA,"Voter registration; same day",1,"2025-01-23",2025,"2025-2026"
"HB2073",1907655,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2073/2025","https://apps.azleg.gov/BillStatus/BillOverview/81739","Watersheds; beneficial use; instream flows",NA,"Watersheds; beneficial use; instream flows",1,"2025-01-14",2025,"2025-2026"
"HB2074",1907789,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2074/2025","https://apps.azleg.gov/BillStatus/BillOverview/81740","School safety; proposals; assessments; plans",NA,"School safety; proposals; assessments; plans",4,"2025-05-06",2025,"2025-2026"
"HB2075",1907608,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2075/2025","https://apps.azleg.gov/BillStatus/BillOverview/81741","TPT; prime contracting; senior housing",NA,"TPT; prime contracting; senior housing",1,"2025-01-14",2025,"2025-2026"
"HB2076",1908720,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2076/2025","https://apps.azleg.gov/BillStatus/BillOverview/81743","Life insurance; illustrations",NA,"Life insurance; illustrations",4,"2025-05-02",2025,"2025-2026"
"HB2077",1908482,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2077/2025","https://apps.azleg.gov/BillStatus/BillOverview/81744","ASRS; long-term disability",NA,"ASRS; long-term disability",2,"2025-02-13",2025,"2025-2026"
"HB2078",1909838,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2078/2025","https://apps.azleg.gov/BillStatus/BillOverview/81745","Menu of assessments; public schools",NA,"Menu of assessments; public schools",1,"2025-01-14",2025,"2025-2026"
"HB2079",1909716,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2079/2025","https://apps.azleg.gov/BillStatus/BillOverview/81746","Guardianship; minors; appointment; notice",NA,"Guardianship; minors; appointment; notice",4,"2025-04-18",2025,"2025-2026"
"HB2080",1909758,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2080/2025","https://apps.azleg.gov/BillStatus/BillOverview/81747","Public retirement systems; administration",NA,"Public retirement systems; administration",4,"2025-05-13",2025,"2025-2026"
"HB2081",1910297,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2081/2025","https://apps.azleg.gov/BillStatus/BillOverview/81754","Income tax; subtraction; tipped wages",NA,"Income tax; subtraction; tipped wages",2,"2025-02-10",2025,"2025-2026"
"HB2082",1910455,2155,"2025-2025_Fifty-seventh_Legislature_1st_Regular","Fifty-seventh Legislature - First Regular Session (2025)","https://legiscan.com/AZ/bill/HB2082/2025","https://apps.azleg.gov/BillStatus/BillOverview/81755","TPT; exemption; wastewater; pipes",NA,"TPT; exemption; wastewater; pipes",2,"2025-02-26",2025,"2025-2026"
