"roll_call_id","bill_id","session","roll_call_date","roll_call_desc","yea","nay","nv","absent","n_total","passed","roll_call_chamber","bill_title","bill_number","session_year","bill_url","pct_of_total","n_present","pct_of_present","final_vote","R_pct_of_present","D_pct_of_present","rc_unity_D","rc_unity_R","rc_mean_partisanship"
1472803,1897429,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-21","Senate Appropriations Committee Action (DP)",8,1,1,0,10,1,"S","ASRS; return to work; prosecutors","SB1034",2025,"https://legiscan.com/AZ/bill/SB1034/2025",0.8,9,0.888888888888889,"N",0.8,1,1,0.8,0.888888888888889
1472818,1895809,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-21","Senate Appropriations Committee Action (DP)",9,0,1,0,10,1,"S","Appropriations; nuclear emergency management fund","SB1009",2025,"https://legiscan.com/AZ/bill/SB1009/2025",0.9,9,1,"N",1,1,1,1,1
1472823,1909597,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-21","Senate Appropriations Committee Action (DP)",9,0,1,0,10,1,"S","Appropriations; named claimants","SB1047",2025,"https://legiscan.com/AZ/bill/SB1047/2025",0.9,9,1,"N",1,1,1,1,1
1472830,1903067,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-21","House Education Committee Action (DPA)",10,0,0,2,12,1,"H","Teacher retention; study; report","HB2020",2025,"https://legiscan.com/AZ/bill/HB2020/2025",0.833333333333333,10,1,"N",1,1,1,1,1
1472839,1903326,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-21","House Education Committee Action (DPA)",10,0,0,2,12,1,"H","Schools; water safety; information; resources","HB2019",2025,"https://legiscan.com/AZ/bill/HB2019/2025",0.833333333333333,10,1,"N",1,1,1,1,1
1472857,1918749,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-21","Senate Natural Resources Committee Action (DP)",5,1,2,0,8,1,"S","Appropriation; university of Arizona; agriculture","SB1083",2025,"https://legiscan.com/AZ/bill/SB1083/2025",0.625,6,0.833333333333333,"N",1,0.5,NA,1,1
1472941,1904598,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Judiciary Committee Action (DP)",8,0,0,1,9,1,"H","Prisoners; transition program","HB2024",2025,"https://legiscan.com/AZ/bill/HB2024/2025",0.888888888888889,8,1,"N",1,1,1,1,1
1472990,1917688,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","Senate Health and Human Services Committee Action (DP)",6,0,1,0,7,1,"S","Newborn screening; Duchenne muscular dystrophy","SB1076",2025,"https://legiscan.com/AZ/bill/SB1076/2025",0.857142857142857,6,1,"N",1,1,1,1,1
1473001,1904692,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Judiciary Committee Action (DP)",6,3,0,0,9,1,"H","School safety; employee certification; policies","HB2022",2025,"https://legiscan.com/AZ/bill/HB2022/2025",0.666666666666667,9,0.666666666666667,"N",1,0,1,1,1
1473004,1912250,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","Senate Regulatory Affairs and Government Efficiency Committee Action (DP)",6,1,0,0,7,1,"S","Liquified petroleum gas containers; penalties.","SB1056",2025,"https://legiscan.com/AZ/bill/SB1056/2025",0.857142857142857,7,0.857142857142857,"N",1,0.666666666666667,0.666666666666667,1,0.857142857142857
1473014,1905521,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Judiciary Committee Action (DP)",7,2,0,0,9,1,"H","Harassment; intent; defense","HB2043",2025,"https://legiscan.com/AZ/bill/HB2043/2025",0.777777777777778,9,0.777777777777778,"N",1,0.333333333333333,0.666666666666667,1,0.888888888888889
1473018,1918635,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","Senate Health and Human Services Committee Action (DPA)",6,0,1,0,7,1,"S","Obstetrics; gynecology services; rural communities","SB1081",2025,"https://legiscan.com/AZ/bill/SB1081/2025",0.857142857142857,6,1,"N",1,1,1,1,1
1473031,1897232,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Government Committee Action (DP)",7,0,0,0,7,1,"H","Notary public; requirements","HB2008",2025,"https://legiscan.com/AZ/bill/HB2008/2025",1,7,1,"N",1,1,1,1,1
1473035,1909716,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Government Committee Action (DPA)",7,0,0,0,7,1,"H","Guardianship; minors; appointment; notice","HB2079",2025,"https://legiscan.com/AZ/bill/HB2079/2025",1,7,1,"N",1,1,1,1,1
1473053,1907546,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Government Committee Action (DPA)",4,3,0,0,7,1,"H","Sex-based terms; laws; rules; regulations","HB2062",2025,"https://legiscan.com/AZ/bill/HB2062/2025",0.571428571428571,7,0.571428571428571,"N",1,0,1,1,1
1473054,1907344,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Government Committee Action (DP)",4,3,0,0,7,1,"H","Governor; question time","HB2051",2025,"https://legiscan.com/AZ/bill/HB2051/2025",0.571428571428571,7,0.571428571428571,"N",1,0,1,1,1
1473056,1904402,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Government Committee Action (DP)",7,0,0,0,7,1,"H","Municipal general plan; adoption","HB2023",2025,"https://legiscan.com/AZ/bill/HB2023/2025",1,7,1,"N",1,1,1,1,1
1473057,1910297,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Ways & Means Committee Action (DPA)",5,3,0,1,9,1,"H","Income tax; subtraction; tipped wages","HB2081",2025,"https://legiscan.com/AZ/bill/HB2081/2025",0.555555555555556,8,0.625,"N",1,0,1,1,1
1473059,1915755,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Judiciary Committee Action (DPA)",9,0,0,0,9,1,"H","Observing nude minor; sexual gratification","HB2115",2025,"https://legiscan.com/AZ/bill/HB2115/2025",1,9,1,"N",1,1,1,1,1
1473064,1895816,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","Senate Regulatory Affairs and Government Efficiency Committee Action (HELD)",0,0,0,0,0,1,"S","Eyeglasses; prescriptions","SB1008",2025,"https://legiscan.com/AZ/bill/SB1008/2025",NA,0,NA,"N",NA,NA,NA,NA,NA
1473176,1901551,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Federalism, Military Affairs & Elections Committee Action (DP)",4,3,0,0,7,1,"H","Voting centers ban; precinct size","HB2017",2025,"https://legiscan.com/AZ/bill/HB2017/2025",0.571428571428571,7,0.571428571428571,"N",1,0,1,1,1
1473185,1905562,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Federalism, Military Affairs & Elections Committee Action (DP)",7,0,0,0,7,1,"H","Ballot order; names; parties; rotation","HB2045",2025,"https://legiscan.com/AZ/bill/HB2045/2025",1,7,1,"N",1,1,1,1,1
1473186,1901646,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Federalism, Military Affairs & Elections Committee Action (DP)",4,3,0,0,7,1,"H","Voting centers; precinct voting","HCR2002",2025,"https://legiscan.com/AZ/bill/HCR2002/2025",0.571428571428571,7,0.571428571428571,"N",1,0,1,1,1
1473192,1907483,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Federalism, Military Affairs & Elections Committee Action (DP)",6,1,0,0,7,1,"H","Provisional ballots; cure data","HB2050",2025,"https://legiscan.com/AZ/bill/HB2050/2025",0.857142857142857,7,0.857142857142857,"N",1,0.666666666666667,0.666666666666667,1,0.857142857142857
1473207,1905605,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Federalism, Military Affairs & Elections Committee Action (DP)",7,0,0,0,7,1,"H","Audits; precincts; voting centers","HB2046",2025,"https://legiscan.com/AZ/bill/HB2046/2025",1,7,1,"N",1,1,1,1,1
1473216,1915991,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Federalism, Military Affairs & Elections Committee Action (DPA)",4,3,0,0,7,1,"H","Voting locations; political party observers","HB2153",2025,"https://legiscan.com/AZ/bill/HB2153/2025",0.571428571428571,7,0.571428571428571,"N",1,0,1,1,1
1473222,1897303,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Federalism, Military Affairs & Elections Committee Action (DP)",5,2,0,0,7,1,"H","Voter registrations; payment prohibited","HB2007",2025,"https://legiscan.com/AZ/bill/HB2007/2025",0.714285714285714,7,0.714285714285714,"N",1,0.333333333333333,0.666666666666667,1,0.857142857142857
1473224,1897271,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Federalism, Military Affairs & Elections Committee Action (DP)",5,2,0,0,7,1,"H","Election mailings; third-party disclosures","HB2006",2025,"https://legiscan.com/AZ/bill/HB2006/2025",0.714285714285714,7,0.714285714285714,"N",1,0.333333333333333,0.666666666666667,1,0.857142857142857
1473232,1897160,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","Senate Education Committee Action (DP)",4,3,0,0,7,1,"S","High school graduation; requirements","SB1028",2025,"https://legiscan.com/AZ/bill/SB1028/2025",0.571428571428571,7,0.571428571428571,"N",1,0,1,1,1
1473239,1902934,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","Senate Education Committee Action (DP)",7,0,0,0,7,1,"S","School board candidates; electronic signatures.","SB1041",2025,"https://legiscan.com/AZ/bill/SB1041/2025",1,7,1,"N",1,1,1,1,1
1473244,1918049,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","Senate Regulatory Affairs and Government Efficiency Committee Action (DP)",6,1,0,0,7,1,"S","Medical boards; complaints; time limit","SB1072",2025,"https://legiscan.com/AZ/bill/SB1072/2025",0.857142857142857,7,0.857142857142857,"N",1,0.666666666666667,0.666666666666667,1,0.857142857142857
1473257,1907675,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Government Committee Action (DPA)",6,1,0,0,7,1,"H","Counties; indigent deceased persons; cremation","HB2065",2025,"https://legiscan.com/AZ/bill/HB2065/2025",0.857142857142857,7,0.857142857142857,"N",1,0.666666666666667,0.666666666666667,1,0.857142857142857
1473308,1915729,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Government Committee Action (DPA)",4,3,0,0,7,1,"H","Flags; public property; prohibition","HB2113",2025,"https://legiscan.com/AZ/bill/HB2113/2025",0.571428571428571,7,0.571428571428571,"N",1,0,1,1,1
1473309,1915729,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Government Committee Action (DPA ON RECON)",4,3,0,0,7,1,"H","Flags; public property; prohibition","HB2113",2025,"https://legiscan.com/AZ/bill/HB2113/2025",0.571428571428571,7,0.571428571428571,"N",1,0,1,1,1
1473331,1900110,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","Senate Regulatory Affairs and Government Efficiency Committee Action (DPA)",7,0,0,0,7,1,"S","Health boards; fund balances; fees","SB1037",2025,"https://legiscan.com/AZ/bill/SB1037/2025",1,7,1,"N",1,1,1,1,1
1473459,1925122,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-23","House Health & Human Services Committee Action (W/D)",0,0,0,0,0,1,"H","AHCCCS; enrollment verification; presumptive eligibility","HB2449",2025,"https://legiscan.com/AZ/bill/HB2449/2025",NA,0,NA,"N",NA,NA,NA,NA,NA
1473468,1918841,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-23","Senate Federalism Committee Action (W/D)",0,0,0,0,0,1,"S","Designated countries; land ownership; prohibition","SB1109",2025,"https://legiscan.com/AZ/bill/SB1109/2025",NA,0,NA,"N",NA,NA,NA,NA,NA
1473976,1902792,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Appropriations Committee Action (DP)",10,7,0,1,18,1,"H","Private universities; Arizona teachers academy","HB2018",2025,"https://legiscan.com/AZ/bill/HB2018/2025",0.555555555555556,17,0.588235294117647,"N",1,0,1,1,1
1474068,1921993,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-23","House Public Safety & Law Enforcement Committee Action (W/D)",0,0,0,0,0,1,"H","Missing indigenous person; alert system","HB2281",2025,"https://legiscan.com/AZ/bill/HB2281/2025",NA,0,NA,"N",NA,NA,NA,NA,NA
1474122,1903067,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-22","House Appropriations Committee Action (DPA)",11,5,1,1,18,1,"H","Teacher retention; study; report","HB2020",2025,"https://legiscan.com/AZ/bill/HB2020/2025",0.611111111111111,16,0.6875,"N",1,0.166666666666667,0.833333333333333,1,0.9375
1474762,1912250,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","Senate Rules Committee Action (PFC)",0,0,0,0,0,1,"S","Liquified petroleum gas containers; penalties.","SB1056",2025,"https://legiscan.com/AZ/bill/SB1056/2025",NA,0,NA,"N",NA,NA,NA,NA,NA
1474765,1897160,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","Senate Rules Committee Action (PFC)",0,0,0,0,0,1,"S","High school graduation; requirements","SB1028",2025,"https://legiscan.com/AZ/bill/SB1028/2025",NA,0,NA,"N",NA,NA,NA,NA,NA
1474766,1918635,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","Senate Rules Committee Action (PFC)",0,0,0,0,0,1,"S","Obstetrics; gynecology services; rural communities","SB1081",2025,"https://legiscan.com/AZ/bill/SB1081/2025",NA,0,NA,"N",NA,NA,NA,NA,NA
1474767,1903067,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Rules Committee Action (C&P)",8,0,0,0,8,1,"H","Teacher retention; study; report","HB2020",2025,"https://legiscan.com/AZ/bill/HB2020/2025",1,8,1,"N",1,1,1,1,1
1474772,1902934,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","Senate Rules Committee Action (PFC)",0,0,0,0,0,1,"S","School board candidates; electronic signatures.","SB1041",2025,"https://legiscan.com/AZ/bill/SB1041/2025",NA,0,NA,"N",NA,NA,NA,NA,NA
1474773,1896601,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","Senate Rules Committee Action (PFC)",0,0,0,0,0,1,"S","Fentanyl; possession; probation ineligibility","SB1013",2025,"https://legiscan.com/AZ/bill/SB1013/2025",NA,0,NA,"N",NA,NA,NA,NA,NA
1474775,1896982,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","Senate Rules Committee Action (PFC)",0,0,0,0,0,1,"S","Blockchain technology; tax; fee; prohibition","SB1015",2025,"https://legiscan.com/AZ/bill/SB1015/2025",NA,0,NA,"N",NA,NA,NA,NA,NA
1474776,1897429,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","Senate Rules Committee Action (PFC)",0,0,0,0,0,1,"S","ASRS; return to work; prosecutors","SB1034",2025,"https://legiscan.com/AZ/bill/SB1034/2025",NA,0,NA,"N",NA,NA,NA,NA,NA
1474780,1907813,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Rules Committee Action (C&P)",8,0,0,0,8,1,"H","Instructional time models; posting requirements","HB2069",2025,"https://legiscan.com/AZ/bill/HB2069/2025",1,8,1,"N",1,1,1,1,1
1474783,1896223,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","Senate Rules Committee Action (PFC)",0,0,0,0,0,1,"S","Early voting; ballot deadlines","SB1011",2025,"https://legiscan.com/AZ/bill/SB1011/2025",NA,0,NA,"N",NA,NA,NA,NA,NA
1474784,1909597,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","Senate Rules Committee Action (PFC)",0,0,0,0,0,1,"S","Appropriations; named claimants","SB1047",2025,"https://legiscan.com/AZ/bill/SB1047/2025",NA,0,NA,"N",NA,NA,NA,NA,NA
1474787,1905562,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Rules Committee Action (C&P)",8,0,0,0,8,1,"H","Ballot order; names; parties; rotation","HB2045",2025,"https://legiscan.com/AZ/bill/HB2045/2025",1,8,1,"N",1,1,1,1,1
1474789,1905766,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Rules Committee Action (C&P)",8,0,0,0,8,1,"H","Building permits; solar; approval process","HB2033",2025,"https://legiscan.com/AZ/bill/HB2033/2025",1,8,1,"N",1,1,1,1,1
1474790,1902792,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Rules Committee Action (C&P)",8,0,0,0,8,1,"H","Private universities; Arizona teachers academy","HB2018",2025,"https://legiscan.com/AZ/bill/HB2018/2025",1,8,1,"N",1,1,1,1,1
1474793,1905605,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Rules Committee Action (C&P)",8,0,0,0,8,1,"H","Audits; precincts; voting centers","HB2046",2025,"https://legiscan.com/AZ/bill/HB2046/2025",1,8,1,"N",1,1,1,1,1
1474794,1909716,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Rules Committee Action (C&P)",8,0,0,0,8,1,"H","Guardianship; minors; appointment; notice","HB2079",2025,"https://legiscan.com/AZ/bill/HB2079/2025",1,8,1,"N",1,1,1,1,1
1474796,1903326,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Rules Committee Action (C&P)",8,0,0,0,8,1,"H","Schools; water safety; information; resources","HB2019",2025,"https://legiscan.com/AZ/bill/HB2019/2025",1,8,1,"N",1,1,1,1,1
1474801,1897232,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Rules Committee Action (C&P)",8,0,0,0,8,1,"H","Notary public; requirements","HB2008",2025,"https://legiscan.com/AZ/bill/HB2008/2025",1,8,1,"N",1,1,1,1,1
1474802,1897271,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Rules Committee Action (C&P)",8,0,0,0,8,1,"H","Election mailings; third-party disclosures","HB2006",2025,"https://legiscan.com/AZ/bill/HB2006/2025",1,8,1,"N",1,1,1,1,1
1474805,1897303,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Rules Committee Action (C&P)",8,0,0,0,8,1,"H","Voter registrations; payment prohibited","HB2007",2025,"https://legiscan.com/AZ/bill/HB2007/2025",1,8,1,"N",1,1,1,1,1
1474806,1907483,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Rules Committee Action (C&P)",8,0,0,0,8,1,"H","Provisional ballots; cure data","HB2050",2025,"https://legiscan.com/AZ/bill/HB2050/2025",1,8,1,"N",1,1,1,1,1
1474807,1907463,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Rules Committee Action (C&P)",8,0,0,0,8,1,"H","DIFI; financial enterprises; insurance; compact","HB2054",2025,"https://legiscan.com/AZ/bill/HB2054/2025",1,8,1,"N",1,1,1,1,1
1474809,1915991,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Rules Committee Action (C&P)",8,0,0,0,8,1,"H","Voting locations; political party observers","HB2153",2025,"https://legiscan.com/AZ/bill/HB2153/2025",1,8,1,"N",1,1,1,1,1
1474812,1915755,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Rules Committee Action (C&P)",8,0,0,0,8,1,"H","Observing nude minor; sexual gratification","HB2115",2025,"https://legiscan.com/AZ/bill/HB2115/2025",1,8,1,"N",1,1,1,1,1
1474813,1910390,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Land, Agriculture & Rural Affairs Committee Action (DPA)",7,0,1,1,9,1,"H","Real estate; definition of contiguous","HB2094",2025,"https://legiscan.com/AZ/bill/HB2094/2025",0.777777777777778,7,1,"N",1,1,1,1,1
1474814,1901551,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Rules Committee Action (C&P)",8,0,0,0,8,1,"H","Voting centers ban; precinct size","HB2017",2025,"https://legiscan.com/AZ/bill/HB2017/2025",1,8,1,"N",1,1,1,1,1
1474817,1907789,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Rules Committee Action (C&P)",8,0,0,0,8,1,"H","School safety; proposals; assessments; plans","HB2074",2025,"https://legiscan.com/AZ/bill/HB2074/2025",1,8,1,"N",1,1,1,1,1
1474818,1905439,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Rules Committee Action (C&P)",8,0,0,0,8,1,"H","Workers' compensation; assigned risk plan","HB2032",2025,"https://legiscan.com/AZ/bill/HB2032/2025",1,8,1,"N",1,1,1,1,1
1474819,1904692,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Rules Committee Action (C&P)",8,0,0,0,8,1,"H","School safety; employee certification; policies","HB2022",2025,"https://legiscan.com/AZ/bill/HB2022/2025",1,8,1,"N",1,1,1,1,1
1474821,1907546,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Rules Committee Action (C&P)",5,3,0,0,8,1,"H","Sex-based terms; laws; rules; regulations","HB2062",2025,"https://legiscan.com/AZ/bill/HB2062/2025",0.625,8,0.625,"N",1,0,1,1,1
1474839,1910297,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Rules Committee Action (C&P)",8,0,0,0,8,1,"H","Income tax; subtraction; tipped wages","HB2081",2025,"https://legiscan.com/AZ/bill/HB2081/2025",1,8,1,"N",1,1,1,1,1
1474842,1910576,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Land, Agriculture & Rural Affairs Committee Action (DP)",4,3,0,2,9,1,"H","Acting in concert; evidence; exceptions","HB2090",2025,"https://legiscan.com/AZ/bill/HB2090/2025",0.444444444444444,7,0.571428571428571,"N",1,0,1,1,1
1474843,1910420,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Land, Agriculture & Rural Affairs Committee Action (DP)",8,0,0,1,9,1,"H","Land divisions; disclosure affidavit; recording","HB2092",2025,"https://legiscan.com/AZ/bill/HB2092/2025",0.888888888888889,8,1,"N",1,1,1,1,1
1474845,1910240,"2025-2025_Fifty-seventh_Legislature_1st_Regular","2025-01-27","House Land, Agriculture & Rural Affairs Committee Action (DP)",8,0,0,1,9,1,"H","Land division; applicant submissions; review","HB2091",2025,"https://legiscan.com/AZ/bill/HB2091/2025",0.888888888888889,8,1,"N",1,1,1,1,1
